gene_ID,n_cells,n_states,pct_cells_covered
100010100000001010,1,1052,93.49957171409537
600101100001000000,1,1053,93.50433044636908
500111110001000000,1,1054,93.50908917864281
100000000100001000,1,1055,93.51384791091654
310100100000000010,1,1056,93.51860664319025
500101100010100110,1,1057,93.52336537546398
300001310100000000,1,1058,93.5281241077377
100100110001100000,1,1059,93.53288284001142
000100000001000100,1,1060,93.53764157228514
101100000000000000,1,1061,93.54240030455887
001000000100010000,1,1062,93.54715903683258
400111000001100000,1,1063,93.55191776910631
000110100010100000,1,1064,93.55667650138004
010110100100000000,1,1065,93.56143523365375
300001101000000110,1,1066,93.56619396592748
100000000010100010,1,1067,93.5709526982012
300300100000000000,1,1068,93.57571143047493
110001300000000000,1,1069,93.58047016274864
300110000000101000,1,1070,93.58522889502237
010010000000000100,1,1071,93.58998762729608
100000100101001000,1,1072,93.59474635956981
310100010100000000,1,1073,93.59950509184354
100111100000100000,1,1074,93.60426382411725
310001101000000000,1,1075,93.60902255639098
300101100000000001,1,1076,93.6137812886647
100101010000100000,1,1077,93.61854002093843
400100300000000000,1,1078,93.62329875321214
000000010100001000,1,1079,93.62805748548587
100100100011000010,1,1080,93.63281621775958
000000100010100100,1,1081,93.63757495003331
110100111001000000,1,1082,93.64233368230704
100110110000100010,1,1083,93.64709241458075
400110101000000001,1,1084,93.65185114685448
300001110000000000,1,1085,93.6566098791282
300300110000000000,1,1086,93.66136861140193
400110010000000100,1,1087,93.66612734367564
500000000000001001,1,1088,93.67088607594937
300100100000000010,1,1089,93.67564480822308
100010010001001000,1,1090,93.68040354049681
100011001000000010,1,1091,93.68516227277054
100010000010001010,1,1092,93.68992100504425
113000100000000000,1,1093,93.69467973731798
100000000000001010,1,1094,93.6994384695917
000111000001000010,1,1095,93.70419720186543
510000000000000000,1,1096,93.70895593413914
100101010000000001,1,1097,93.71371466641287
100031000000000000,1,1098,93.71847339868658
300100000100000000,1,1099,93.72323213096031
000100001000000100,1,1100,93.72799086323404
000010010101000000,1,1101,93.73274959550776
000111101000000000,1,1102,93.73750832778148
000111100000000010,1,1103,93.7422670600552
110110110001100000,1,1104,93.74702579232893
400100100001100000,1,1105,93.75178452460264
100101001000100000,1,1106,93.75654325687637
300010111000100000,1,1107,93.76130198915008
400300300000000000,1,1108,93.76606072142381
110100000000000100,1,1109,93.77081945369754
400301000000000000,1,1110,93.77557818597126
300000101000000000,1,1111,93.78033691824498
100131001000000000,1,1112,93.7850956505187
100100010011000000,1,1113,93.78985438279243
000000001000000001,1,1114,93.79461311506614
100111110001000000,1,1115,93.79937184733987
300000100001000000,1,1116,93.80413057961358
000101000000100010,1,1117,93.80888931188731
400101000001000000,1,1118,93.81364804416104
100001000000001010,1,1119,93.81840677643476
301110000001010000,1,1120,93.82316550870848
001000000110010100,1,1121,93.8279242409822
100100000000001010,1,1122,93.83268297325593
101000000010000000,1,1123,93.83744170552964
010010010000000000,1,1124,93.84220043780337
000111001000000000,1,1125,93.84695917007708
110100010000000100,1,1126,93.85171790235081
300011100000001000,1,1127,93.85647663462454
500100030000000000,1,1128,93.86123536689826
300000110000100000,1,1129,93.86599409917198
300300100000100100,1,1130,93.8707528314457
300101000100000000,1,1131,93.87551156371943
100011100101000010,1,1132,93.88027029599314
000100010001000010,1,1133,93.88502902826687
000101300000000000,1,1134,93.88978776054059
