gene_ID,n_cells,cluster_id,nearest_neighbor_hamming
000110000000000010,3,7,0.05555555555555555
100000010000001000,3,10,0.05555555555555555
000101000100000000,3,5,0.05555555555555555
000110000000000100,3,3,0.05555555555555555
100000000000000011,3,7,0.05555555555555555
100100110100000000,3,6,0.05555555555555555
000010100000000010,3,7,0.05555555555555555
100100010001000010,3,7,0.05555555555555555
000010010000100000,3,13,0.05555555555555555
100000030001000000,3,4,0.05555555555555555
100001011000000000,3,9,0.05555555555555555
000300000000000000,3,17,0.05555555555555555
400100010000000000,3,10,0.05555555555555555
100100030000000000,3,10,0.05555555555555555
400000010000000000,3,10,0.05555555555555555
000001010100000000,3,11,0.05555555555555555
010110100000000000,3,14,0.05555555555555555
100101100000000010,3,7,0.05555555555555555
300100101000000000,3,9,0.05555555555555555
100000100010100000,3,12,0.05555555555555555
000100100000010000,3,17,0.05555555555555555
010100010000000000,3,8,0.05555555555555555
001000000100000000,3,1,0.05555555555555555
011000100000010000,3,1,0.05555555555555555
000011010000000000,3,11,0.05555555555555555
011000000000010000,3,1,0.05555555555555555
300001010000000000,3,11,0.05555555555555555
310000010000000000,3,8,0.05555555555555555
000000100010000100,3,1,0.05555555555555555
110110000100000000,3,5,0.05555555555555555
003000000000010000,3,1,0.05555555555555555
000000110101000000,3,4,0.05555555555555555
100100000101000000,3,5,0.05555555555555555
100100110001000000,3,4,0.05555555555555555
100110100001000000,3,14,0.05555555555555555
100110100100000000,3,6,0.05555555555555555
100000110000100000,3,13,0.05555555555555555
300000100000100000,3,17,0.05555555555555555
100110110000100000,3,10,0.05555555555555555
100110001000000000,3,9,0.05555555555555555
000010001000000000,3,9,0.05555555555555555
110010010000000000,3,8,0.05555555555555555
100110010001000000,3,4,0.05555555555555555
100010010000100000,3,13,0.05555555555555555
100100011000000000,3,9,0.05555555555555555
010000000000000010,3,7,0.05555555555555555
000110100100000000,3,6,0.05555555555555555
100101100100000000,3,6,0.05555555555555555
010000010000000010,3,7,0.05555555555555555
000000100010000001,3,1,0.05555555555555555
110100100001000000,3,4,0.05555555555555555
000000010000100000,3,13,0.05555555555555555
000000000100000001,3,16,0.05555555555555555
100100100101000000,3,5,0.05555555555555555
000011100100000000,3,6,0.05555555555555555
010100000100000000,3,5,0.05555555555555555
000000110010000000,3,10,0.05555555555555555
101000000000100000,3,2,0.05555555555555555
010000000010000000,3,8,0.05555555555555555
