,filename,image_shape,final_gel_intensity,final_vascular_intensity,initial_gel_intensity,initial_vascular_intensity,vascular_volume_um3,gel_volume_um3,vasculature_surface_area_um2,p_um/s,p_cm/s,bead,rln,mcl,ligand
31,m7_2025.10.22_fl12__Bead_P7_dev1/P 1,"(3, 20, 512, 512)",5114088.0,39759795.0,2770156.0,42349347.0,41240421.39499528,94562396.84843992,2553829.584992036,0.0060911900815509,6.091190081550993e-07,True,False,False,unknown
32,m7_2025.10.22_fl12__Bead_P7_dev1/P 2,"(3, 27, 512, 512)",9214689.0,88762864.0,5954320.0,87735450.0,56447280.186326265,125651953.36737092,3328410.864105012,0.0041806466358987,4.18064663589878e-07,True,False,False,unknown
33,m7_2025.10.22_fl12__Bead_P7_dev1/P 4,"(3, 26, 512, 512)",9868086.0,120202143.0,5947012.0,119018750.0,69117464.73881365,106808913.44018193,3292735.133131522,0.003124634111233,3.124634111233058e-07,True,False,False,unknown
34,m7_2025.10.22_fl12__Bead_P7_dev1/P 3,"(3, 25, 512, 512)",7013234.0,91255485.0,5112470.0,93505766.0,57663406.44614587,112090116.35814811,3074166.7362330267,0.0021779417994574,2.1779417994574538e-07,True,False,False,unknown
36,m7_2025.10.22_fl12__Bead_dev2/P 2,"(3, 22, 512, 512)",6827604.0,56354416.0,4203356.0,64330457.0,39124153.77782615,109024375.21501222,2782467.3280667188,0.0047503503610672,4.750350361067267e-07,True,False,False,unknown
37,m7_2025.10.22_fl12__Bead_dev2/P 1,"(3, 21, 512, 512)",5032818.0,56317407.0,3955404.0,64309304.0,37033505.92173368,104942167.69640312,2486754.086896085,0.0020926276780894,2.092627678089454e-07,True,False,False,unknown
38,m7_2025.10.22_fl12__Bead_dev2/P 3,"(3, 23, 512, 512)",5273034.0,45647675.0,4644852.0,67406143.0,41387122.78424848,116020689.27064233,2796556.772618126,0.0011534610121696,1.1534610121696475e-07,True,False,False,unknown
39,m7_2025.10.22_fl12__Bead_dev2/P 4,"(3, 27, 512, 512)",6597580.0,66961522.0,4851004.0,63806442.0,40445467.05302201,141653766.5006752,2784099.662954636,0.0041870145114452,4.187014511445284e-07,True,False,False,unknown
41,m7_2025.10.22_fl12__rLN4_LNeg_dev2/P 2,"(3, 22, 512, 512)",2700206.0,17072338.0,2106732.0,19642028.0,25395870.73811599,122752658.2547224,1950652.392644604,0.0059161219313633,5.916121931363393e-07,False,True,False,False
42,m7_2025.10.22_fl12__rLN4_LNeg_dev2/P 1,"(3, 26, 512, 512)",5723186.0,63186429.0,5031628.0,67660088.0,42213630.87607716,133712747.30291842,2794936.0541749843,0.0014674229672485,1.4674229672485093e-07,False,True,False,False
43,m7_2025.10.22_fl12__rLN4_LNeg_dev2/P 3,"(3, 26, 512, 512)",9050222.0,59844662.0,6985749.0,60772475.0,38611334.69995197,137315043.4790436,2504906.9605339915,0.0058446447134523,5.844644713452365e-07,False,True,False,False
44,m7_2025.10.22_fl12__rLN4_LNeg_dev2/P 4,"(3, 24, 512, 512)",8812062.0,85214745.0,4560125.0,57262126.0,56513613.70374621,107067053.7258462,2893702.518184908,0.0082919979312408,8.291997931240845e-07,False,True,False,False
46,m7_2025.10.22_fl12__FL12_LPos_dev2/P 1,"(3, 21, 512, 512)",5027526.0,69674406.0,4694430.0,68927726.0,42306514.28376725,99669159.33436954,2324944.9666695567,0.0006175254020999,6.1752540209999e-08,False,False,False,Positive
47,m7_2025.10.22_fl12__FL12_LPos_dev2/P 2,"(3, 18, 512, 512)",3657186.0,53559717.0,4251789.0,60849517.0,32695136.11371991,90761971.38031209,2005748.0646748056,-0.0013205447900236,-1.3205447900236056e-07,False,False,False,Positive
48,m7_2025.10.22_fl12__FL12_LPos_dev2/P 3,"(3, 19, 512, 512)",3984792.0,70481668.0,3933547.0,71083241.0,43961708.61806762,85668254.25066596,2143668.4900016407,8.471635302120822e-05,8.471635302120823e-09,False,False,False,Positive
49,m7_2025.10.22_fl12__FL12_LPos_dev2/P 4,"(3, 18, 512, 512)",4088041.0,47503755.0,3553843.0,49825342.0,30974609.033916645,92482498.46011534,1956719.3865027176,0.0015157137625041,1.515713762504187e-07,False,False,False,Positive
51,m7_2025.10.22_fl12__Bead_P7_dev2/P 3,"(3, 22, 512, 512)",16803535.0,56474768.0,4299972.0,76584380.0,43677183.27515488,104471345.71768352,2507599.024253114,0.0200182336584356,2.0018233658435622e-06,True,False,False,unknown
52,m7_2025.10.22_fl12__Bead_P7_dev2/P 4,"(3, 26, 512, 512)",17443677.0,54955217.0,5278367.0,69031808.0,43334460.10181849,132591918.07717708,2982705.751797475,0.0235626260458491,2.356262604584912e-06,True,False,False,unknown
53,m7_2025.10.22_fl12__Bead_P7_dev2/P 1,"(3, 23, 512, 512)",9371522.0,59500016.0,2554341.0,63999478.0,62584366.79533354,94823445.25955725,3144862.8714695508,0.0092924198682633,9.292419868263344e-07,True,False,False,unknown
54,m7_2025.10.22_fl12__Bead_P7_dev2/P 2,"(3, 21, 512, 512)",11999047.0,79923278.0,3266856.0,83950431.0,57301480.22578926,84674193.39234754,3231658.5303175645,0.0078770063509978,7.877006350997815e-07,True,False,False,unknown
57,m7_2025.10.22_fl12__Bead_dev3/P 1,"(3, 11, 512, 512)",5217619.0,23223868.0,2994935.0,21766055.0,19809773.82527815,54264490.67114104,1689835.6332902885,0.0105622466200386,1.0562246620038676e-06,True,False,False,unknown
58,m7_2025.10.22_fl12__Bead_dev3/P 2,"(3, 17, 512, 512)",4215981.0,51728069.0,2390539.0,44724231.0,30950307.937013064,83247516.49496654,1907168.704956079,0.0052283128462391,5.228312846239145e-07,True,False,False,unknown
59,m7_2025.10.22_fl12__rLN4_LNeg_dev3/P 2,"(3, 17, 512, 512)",2757576.0,38321802.0,1884417.0,39210492.0,37860167.07279673,76337657.35918286,2105740.801309462,0.0023556590139184,2.3556590139184042e-07,False,True,False,False
60,m7_2025.10.22_fl12__rLN4_LNeg_dev3/P 1,"(3, 21, 512, 512)",5940888.0,96723333.0,4414395.0,100192164.0,52503826.750570185,89471846.86756662,2572333.252210321,0.0015398796157322,1.5398796157322238e-07,False,True,False,False
61,m7_2025.10.22_fl12__rLN4_LNeg_dev3/P 3,"(3, 18, 512, 512)",4422602.0,67454974.0,3025906.0,66624410.0,44713806.37441636,78743301.11961564,2160947.7577787843,0.0022229097894976,2.2229097894976482e-07,False,True,False,False
62,m7_2025.10.22_fl12__rLN4_LNeg_dev3/P 4,"(3, 19, 512, 512)",4149115.0,59251095.0,3307207.0,57100230.0,35052342.51336716,94577620.35536642,2011003.957625636,0.0020446154676153,2.044615467615335e-07,False,True,False,False
64,m7_2025.10.22_fl12__FL12_LNeg_dev3/P 1,"(3, 21, 512, 512)",7443892.0,67746168.0,4290127.0,71673309.0,35836865.27982852,106138808.33830827,2053882.0245909172,0.0067185263699553,6.718526369955325e-07,False,False,False,False
65,m7_2025.10.22_fl12__FL12_LNeg_dev3/P 2,"(3, 22, 512, 512)",5979950.0,71218273.0,4510741.0,82898834.0,41233757.43140641,106914771.56143196,2441989.9609969547,0.002279422433727,2.279422433727096e-07,False,False,False,False
66,m7_2025.10.22_fl12__FL12_LNeg_dev3/P 3,"(3, 20, 512, 512)",3158839.0,34324999.0,2005594.0,36439203.0,40099953.49210513,95702864.75133008,2336124.118394677,0.0038112335321522,3.811233532152228e-07,False,False,False,False
67,m7_2025.10.22_fl12__FL12_LNeg_dev3/P 4,"(3, 26, 512, 512)",4229306.0,48332342.0,3622607.0,57572391.0,51863638.84212288,124062739.3368727,2744705.8287206357,0.0014119737726572,1.4119737726572957e-07,False,False,False,False
69,m7_2025.10.22_fl12__FL12_LPos_dev3/P 1,"(3, 20, 512, 512)",10286884.0,51696167.0,2940605.0,91133822.0,53773994.69391084,82028823.54952437,2491078.557863814,0.0076191897994121,7.619189799412133e-07,False,False,False,Positive
70,m7_2025.10.22_fl12__FL12_LPos_dev3/P 2,"(3, 24, 512, 512)",11813378.0,57638724.0,3496273.0,65850239.0,56004055.964942895,107576611.4646495,2876982.666382144,0.0138543519735316,1.3854351973531695e-06,False,False,False,Positive
71,m7_2025.10.22_fl12__FL12_LPos_dev3/P 4,"(3, 31, 512, 512)",9614789.0,41066264.0,4668032.0,62305505.0,47973379.37720516,161903703.36264923,3264099.4660293814,0.0118251468547937,1.182514685479374e-06,False,False,False,Positive
72,m7_2025.10.22_fl12__FL12_LPos_dev3/P 3,"(3, 24, 512, 512)",10103749.0,54512277.0,3902480.0,57138739.0,35026722.75229052,128553944.67730188,2518998.657726242,0.0165130772299119,1.6513077229911952e-06,False,False,False,Positive
74,m7_2025.10.22_fl12__Bead_P7_dev3/P 1,"(3, 27, 512, 512)",5651990.0,49457647.0,4445976.0,45941036.0,49756142.69646207,132343090.85723512,3417471.8157316083,0.0031264377318714,3.1264377318714335e-07,True,False,False,unknown
75,m7_2025.10.22_fl12__Bead_P7_dev3/P 2,"(3, 24, 512, 512)",6154346.0,92289914.0,4361417.0,79106247.0,59314986.22775758,104265681.20183484,3351421.1754007023,0.0020729642300921,2.0729642300921138e-07,True,False,False,unknown
76,m7_2025.10.22_fl12__Bead_P7_dev3/P 4,"(3, 26, 512, 512)",7189660.0,77670935.0,6819616.0,82712358.0,47866708.864634216,128059669.31436136,3079029.4388422905,0.0005633121994425,5.6331219944253023e-08,True,False,False,unknown
77,m7_2025.10.22_fl12__Bead_P7_dev3/P 3,"(3, 26, 512, 512)",5444617.0,48957355.0,4551381.0,46894422.0,45237633.943378165,130688744.2356174,3119514.541318282,0.002454894556015,2.454894556015041e-07,True,False,False,unknown
79,m7_2025.10.22_fl12__Bead_dev4/P 2,"(3, 20, 512, 512)",5161439.0,43950456.0,3830455.0,41237865.0,23539850.914530557,112262967.32890466,1829804.945627181,0.0060637936582381,6.063793658238132e-07,True,False,False,unknown
80,m7_2025.10.22_fl12__Bead_dev4/P 3,"(3, 24, 512, 512)",4202416.0,46493341.0,2122409.0,22611724.0,29357137.913995665,134223529.51559675,2308666.8238256928,0.0163946537588233,1.6394653758823337e-06,True,False,False,unknown
81,m7_2025.10.22_fl12__Bead_dev4/P 4,"(3, 20, 512, 512)",3212796.0,36081915.0,3110999.0,34227611.0,24182240.52119539,111620577.72223982,1898234.075531496,0.0005343609026135,5.3436090261352524e-08,True,False,False,unknown
82,m7_2025.10.22_fl12__Bead_dev4/P 1,"(3, 18, 512, 512)",3964671.0,40680497.0,3569888.0,41241309.0,24197593.53978176,99259513.95425025,1730376.579257662,0.0016698422900077,1.6698422900077624e-07,True,False,False,unknown
84,m7_2025.10.22_fl12__rLN4_LNeg_dev4/P 1,"(3, 22, 512, 512)",8144198.0,86721646.0,5376120.0,81213836.0,48037028.47112995,100111500.52170844,2615125.7871319177,0.0038813424814184,3.881342481418486e-07,False,True,False,False
85,m7_2025.10.22_fl12__rLN4_LNeg_dev4/P 2,"(3, 21, 512, 512)",5715759.0,70128367.0,5097053.0,74545340.0,41601028.95117883,100374644.66695796,2326289.321514018,0.001067777051113,1.0677770511130045e-07,False,True,False,False
86,m7_2025.10.22_fl12__rLN4_LNeg_dev4/P 4,"(3, 25, 512, 512)",5983636.0,56515534.0,3948572.0,50163060.0,45113879.6654937,124639643.1388003,3138891.9002265395,0.0048571024330804,4.857102433080485e-07,False,True,False,False
87,m7_2025.10.22_fl12__rLN4_LNeg_dev4/P 3,"(3, 23, 512, 512)",7266377.0,73916994.0,5239124.0,70843612.0,43543892.22959023,113863919.82530054,2800208.6982971947,0.003490339167294,3.490339167294026e-07,False,True,False,False
89,m7_2025.10.22_fl12__FL12_LNeg_dev4/P 1,"(3, 13, 512, 512)",3293367.0,3505508.0,3119479.0,6471440.0,9046719.106869632,80459683.82630356,1390506.6062480188,0.0083382213473013,8.338221347301392e-07,False,False,False,False
90,m7_2025.10.22_fl12__FL12_LNeg_dev4/P 2,"(3, 15, 512, 512)",4017766.0,5395255.0,1462360.0,4809542.0,18391844.85183095,83460268.83074544,3064327.9640906327,0.0577593925110202,5.77593925110202e-06,False,False,False,False
92,m7_2025.10.22_fl12__FL12_LPos_dev4/P 1,"(3, 18, 512, 512)",5938925.0,49117525.0,2886985.0,51807661.0,48798309.78154108,74658797.71249092,2170352.2543578707,0.0059611741016495,5.961174101649562e-07,False,False,False,Positive
93,m7_2025.10.22_fl12__FL12_LPos_dev4/P 2,"(3, 21, 512, 512)",10356631.0,95333203.0,5232585.0,100495981.0,49745251.94324705,92230421.67488974,2358507.75108957,0.0058428043785934,5.842804378593433e-07,False,False,False,Positive
94,m7_2025.10.22_fl12__FL12_LPos_dev4/P 4,"(3, 29, 512, 512)",13574920.0,85216435.0,7794412.0,92902140.0,55969441.03040001,141561930.96005118,3265978.583774439,0.0081776337170382,8.177633717038201e-07,False,False,False,Positive
95,m7_2025.10.22_fl12__FL12_LPos_dev4/P 3,"(3, 23, 512, 512)",8449032.0,71414063.0,4983024.0,80268193.0,49915583.32353003,107492228.73136076,2784290.171732903,0.0049371941256544,4.937194125654498e-07,False,False,False,Positive
97,m7_2025.10.22_fl12__Bead_P7_dev4/P 1,"(3, 27, 512, 512)",8605345.0,87037751.0,6180994.0,85513735.0,46882302.51186856,135216931.04182863,2861447.173466136,0.0040113067957318,4.011306795731811e-07,True,False,False,unknown
98,m7_2025.10.22_fl12__Bead_P7_dev4/P 2,"(3, 23, 512, 512)",5045443.0,54512926.0,3513286.0,54591187.0,50444826.83463121,106962985.22025958,2803960.664882148,0.0031785520322856,3.178552032285669e-07,True,False,False,unknown
99,m7_2025.10.22_fl12__Bead_P7_dev4/P 3,"(3, 22, 512, 512)",7649388.0,68102049.0,4035102.0,64572465.0,37985675.64498286,110162853.34785552,2293295.8977580573,0.0079665740528651,7.966574052865174e-07,True,False,False,unknown
100,m7_2025.10.22_fl12__Bead_P7_dev4/P 4,"(3, 19, 512, 512)",3393217.0,37122165.0,2312581.0,36616889.0,41514479.84103434,88115483.02769925,2286320.4746436817,0.0033724334503937,3.372433450393728e-07,True,False,False,unknown
102,m7_2025.10.22_fl12__Bead_dev5/P 1,"(3, 18, 512, 512)",3728102.0,36219125.0,2590690.0,33009208.0,35841468.83064698,87615638.66338502,2337898.4342122846,0.0038925414401361,3.892541440136141e-07,True,False,False,unknown
103,m7_2025.10.22_fl12__Bead_dev5/P 2,"(3, 19, 512, 512)",4468480.0,42074068.0,3077667.0,38138229.0,29108781.64554406,100521181.22318952,1967939.8058290416,0.0056285060899081,5.628506089908126e-07,True,False,False,unknown
104,m7_2025.10.22_fl12__Bead_dev5/P 3,"(3, 19, 512, 512)",3818230.0,20721190.0,2919058.0,21125924.0,22474099.465589102,107155863.40314448,2086626.244172104,0.0070449246526645,7.04492465266453e-07,True,False,False,unknown
106,m7_2025.10.22_fl12__rLN4_LNeg_dev5/P 4,"(3, 28, 512, 512)",6883308.0,87629500.0,6666683.0,97842779.0,54713413.405558,136645103.2101916,3257762.0550481565,0.0002768214855232,2.7682148552328473e-08,False,True,False,False
107,m7_2025.10.22_fl12__rLN4_LNeg_dev5/P 3,"(3, 25, 512, 512)",3733408.0,51039323.0,3299194.0,50570752.0,52392187.69977574,117361335.10451823,3359108.3655249467,0.0008914611716199,8.91461171619983e-08,False,True,False,False
108,m7_2025.10.22_fl12__rLN4_LNeg_dev5/P 1,"(3, 29, 512, 512)",9682529.0,102298873.0,7599680.0,92404992.0,59918239.765571885,137613132.2248793,3619008.7812872,0.0025941941291295,2.594194129129594e-07,False,True,False,False
109,m7_2025.10.22_fl12__rLN4_LNeg_dev5/P 2,"(3, 23, 512, 512)",8345349.0,77879433.0,6375131.0,72863153.0,42185020.57303661,115222791.48185416,2586370.9853102686,0.003667042486324,3.6670424863240017e-07,False,True,False,False
111,m7_2025.10.22_fl12__FL12_LNeg_dev5/P 1,"(3, 29, 512, 512)",7105094.0,107678321.0,5737838.0,102246661.0,56501698.63103961,141029673.35941157,3100553.0662130592,0.0017899943053536,1.7899943053536746e-07,False,False,False,False
112,m7_2025.10.22_fl12__FL12_LNeg_dev5/P 2,"(3, 26, 512, 512)",4617491.0,60948483.0,3965731.0,60543882.0,48582896.56984151,127343481.60915408,2681563.565211544,0.0015195852710182,1.519585271018277e-07,False,False,False,False
113,m7_2025.10.22_fl12__FL12_LNeg_dev5/P 4,"(3, 27, 512, 512)",6339104.0,69269837.0,4669994.0,57568613.0,40233691.94158563,141865541.61211157,2642537.854041355,0.0047053705205606,4.705370520560651e-07,False,False,False,False
114,m7_2025.10.22_fl12__FL12_LNeg_dev5/P 3,"(3, 27, 512, 512)",6146904.0,81211680.0,5314678.0,78843920.0,44110211.39677153,137989022.15692568,2903954.236076037,0.0014939410441082,1.4939410441082424e-07,False,False,False,False
116,m7_2025.10.22_fl12__FL12_LPos_dev5/P 2,"(3, 24, 512, 512)",9348775.0,46894453.0,9038646.0,62514713.0,41866198.187836975,121714469.24175544,3373775.5138852457,0.00058117436128,5.81174361280082e-08,False,False,False,Positive
117,m7_2025.10.22_fl12__FL12_LPos_dev5/P 1,"(3, 19, 512, 512)",4438237.0,38312250.0,2995884.0,34279931.0,32813144.783421744,96816818.08531184,2336225.586670013,0.0053074041656222,5.307404165622258e-07,False,False,False,Positive
118,m7_2025.10.22_fl12__FL12_LPos_dev5/P 3,"(3, 18, 512, 512)",4309455.0,59632668.0,3561786.0,59845228.0,38219762.08327597,85237345.41075602,2308949.444074628,0.0013622026369035,1.362202636903503e-07,False,False,False,Positive
119,m7_2025.10.22_fl12__FL12_LPos_dev5/P 4,"(3, 20, 512, 512)",10390170.0,61037293.0,7794116.0,62462587.0,40543907.68829858,95258910.55513662,2992654.1960691474,0.0041987823929458,4.198782392945845e-07,False,False,False,Positive
121,m7_2025.10.22_fl12__Bead_P7_dev5/P 2,"(3, 24, 512, 512)",6751220.0,77202177.0,4732404.0,75027347.0,45596993.478112206,117983673.9514802,2903824.641962996,0.0032413183177158,3.2413183177158857e-07,True,False,False,unknown
122,m7_2025.10.22_fl12__Bead_P7_dev5/P 1,"(3, 21, 512, 512)",4818347.0,86214866.0,3842162.0,80837932.0,46183481.142869,95792192.4752678,2723042.7235718747,0.0012389061843414,1.2389061843414554e-07,True,False,False,unknown
123,m7_2025.10.22_fl12__Bead_P7_dev5/P 3,"(3, 24, 512, 512)",7657814.0,87340399.0,6091549.0,82491648.0,43513621.822546095,120067045.6070463,2905806.09119712,0.0023530221519043,2.3530221519043287e-07,True,False,False,unknown
124,m7_2025.10.22_fl12__Bead_P7_dev5/P 4,"(3, 24, 512, 512)",5449511.0,68594341.0,5169316.0,74549123.0,43827758.240416445,119752909.18917596,2917486.4651677944,0.0004604707155714,4.604707155714044e-08,True,False,False,unknown
0,m7_2025.11.12_fl43__Bead_dev1/P 1,"(3, 30, 512, 512)",13546528.0,152536626.0,7726809.0,156721541.0,73407267.67438203,130296959.69077076,3365862.1757353367,0.0042001669667846,4.200166966784634e-07,True,False,False,unknown
1,m7_2025.11.12_fl43__Bead_dev1/P 2,"(3, 24, 512, 512)",7534530.0,111658894.0,4661685.0,122508430.0,62172637.4548693,101408029.9747231,2639822.519826394,0.0026012956761731,2.60129567617312e-07,True,False,False,unknown
2,m7_2025.11.12_fl43__Bead_dev1/P 3,"(3, 27, 512, 512)",7666245.0,113651624.0,5276313.0,128119616.0,60371589.44399841,121727644.1096988,2903887.8162083887,0.0022653793667154,2.265379366715484e-07,True,False,False,unknown
3,m7_2025.11.12_fl43__Bead_dev1/P 4,"(3, 33, 512, 512)",6609955.0,112328334.0,5359383.0,114777879.0,66084407.6291101,159224813.5474983,3638866.6168567566,0.0013891849551023,1.3891849551023316e-07,True,False,False,unknown
5,m7_2025.11.12_fl43__rLN3_dev1/P 2,"(3, 27, 512, 512)",17917549.0,102521562.0,6970947.0,111762200.0,55060846.09379818,127038387.459899,3037936.8515487723,0.0121341127047772,1.2134112704777297e-06,False,True,False,unknown
6,m7_2025.11.12_fl43__rLN3_dev1/P 3,"(3, 27, 512, 512)",15281685.0,124801926.0,7134067.0,140569054.0,66756066.87090202,115343166.68279518,3230927.2413127925,0.0060551252793822,6.055125279382243e-07,False,True,False,unknown
7,m7_2025.11.12_fl43__rLN3_dev1/P 1,"(3, 30, 512, 512)",14222743.0,168458560.0,8723348.0,186112535.0,96409704.06945331,107294523.29569945,4287545.379003939,0.0021550338458832,2.1550338458832665e-07,False,True,False,unknown
8,m7_2025.11.12_fl43__rLN3_dev1/P 4,"(3, 24, 512, 512)",8776624.0,117930155.0,5712970.0,125639193.0,62958231.63597127,100622435.79362112,2943783.8210750176,0.0024255597152372,2.425559715237272e-07,False,True,False,unknown
10,m7_2025.11.12_fl43__FL43_LNeg_dev1/P 2,"(3, 28, 512, 512)",13569135.0,149715818.0,8654162.0,152359953.0,67738165.56136481,123620351.05438478,3228534.1590300384,0.0036377173625555,3.637717362555554e-07,False,False,False,False
11,m7_2025.11.12_fl43__FL43_LNeg_dev1/P 1,"(3, 26, 512, 512)",11623755.0,136978680.0,8444610.0,143316437.0,62393772.72717698,113532605.4518186,3194415.642189782,0.0023271039097909,2.3271039097909013e-07,False,False,False,False
12,m7_2025.11.12_fl43__FL43_LNeg_dev1/P 4,"(3, 24, 512, 512)",7813390.0,149412390.0,4937104.0,142516099.0,68778297.24922962,94802370.18036278,2818533.782894809,0.001953319945672,1.953319945672004e-07,False,False,False,False
13,m7_2025.11.12_fl43__FL43_LNeg_dev1/P 3,"(3, 26, 512, 512)",8289393.0,114466553.0,6121201.0,121472174.0,57266877.06503363,118659501.11396196,2832872.5610012924,0.0021870033833201,2.187003383320173e-07,False,False,False,False
15,m7_2025.11.12_fl43__FL43_LPos_dev1/P 1,"(3, 29, 512, 512)",11431158.0,106888506.0,5894371.0,105846945.0,60797400.234024994,136733971.7564262,3320103.2079477254,0.0063370360526212,6.33703605262123e-07,False,False,False,Positive
16,m7_2025.11.12_fl43__FL43_LPos_dev1/P 4,"(3, 28, 512, 512)",13542112.0,146456928.0,7532239.0,149111155.0,68877797.52535954,122480719.09039006,3252004.081388472,0.0044410008523269,4.441000852326929e-07,False,False,False,Positive
17,m7_2025.11.12_fl43__FL43_LPos_dev1/P 2,"(3, 28, 512, 512)",11600539.0,148566397.0,6419364.0,150874211.0,72128858.07995974,119229658.53578986,3024735.1567742303,0.0039272684431104,3.927268443110405e-07,False,False,False,Positive
18,m7_2025.11.12_fl43__FL43_LPos_dev1/P 3,"(3, 29, 512, 512)",11075503.0,157044961.0,7331284.0,159073446.0,77898814.45464171,119632557.53580949,3350551.906101078,0.0024472904272292,2.447290427229292e-07,False,False,False,Positive
20,m7_2025.11.12_fl43__Bead_dev2/P 1,"(3, 27, 512, 512)",19288080.0,88966915.0,5905066.0,110414956.0,53874071.88561648,128225161.66808072,3053893.1930571715,0.0149352828628406,1.493528286284066e-06,True,False,False,unknown
21,m7_2025.11.12_fl43__Bead_dev2/P 2,"(3, 28, 512, 512)",15817217.0,93991597.0,4483792.0,103750272.0,59050393.906675145,132308122.70907444,2943248.0795399407,0.0142565909908183,1.4256590990818362e-06,True,False,False,unknown
22,m7_2025.11.12_fl43__Bead_dev2/P 3,"(3, 28, 512, 512)",13351384.0,91062469.0,4699400.0,109925672.0,55012561.79224703,136345954.82350257,2758908.1395159177,0.011287403221984,1.128740322198408e-06,True,False,False,unknown
23,m7_2025.11.12_fl43__Bead_dev2/P 4,"(3, 26, 512, 512)",11564377.0,97919526.0,3414617.0,74465682.0,63363638.45267717,112562739.72631842,3290336.9264361947,0.010899987762085,1.0899987762085058e-06,True,False,False,unknown
25,m7_2025.11.12_fl43__rLN3_dev2/P 3,"(3, 26, 512, 512)",14691170.0,181305462.0,10052992.0,203523481.0,77729801.73853178,98196576.4404638,3317865.559780618,0.0019709143145754,1.970914314575452e-07,False,True,False,unknown
26,m7_2025.11.12_fl43__rLN3_dev2/P 2,"(3, 26, 512, 512)",10194272.0,187630262.0,6494221.0,178640944.0,81477315.80671549,94449062.37228008,3252882.1438478986,0.0017335476037112,1.7335476037112826e-07,False,True,False,unknown
27,m7_2025.11.12_fl43__rLN3_dev2/P 4,"(3, 27, 512, 512)",8076945.0,120831290.0,5978746.0,126619674.0,75222032.14741023,106877201.40628695,3270970.1281120367,0.0015785487582809,1.578548758280965e-07,False,True,False,unknown
28,m7_2025.11.12_fl43__rLN3_dev2/P 1,"(3, 20, 512, 512)",5067893.0,98653465.0,4017204.0,108447684.0,51931867.9392916,83870950.30414361,2127180.8469200158,0.001101923792707,1.101923792707004e-07,False,True,False,unknown
30,m7_2025.11.12_fl43__FL43_LNeg_dev2/P 3,"(3, 27, 512, 512)",22913540.0,150416646.0,9530948.0,173069642.0,64865961.93320037,117233271.62049682,2930028.021977007,0.0090948663789583,9.094866378958388e-07,False,False,False,False
31,m7_2025.11.12_fl43__FL43_LNeg_dev2/P 4,"(3, 24, 512, 512)",15921207.0,164306516.0,6283189.0,177856861.0,73520472.638882,90060194.7907104,2723808.5538758766,0.0051593012716272,5.159301271627206e-07,False,False,False,False
32,m7_2025.11.12_fl43__FL43_LNeg_dev2/P 1,"(3, 26, 512, 512)",7525052.0,70378525.0,3903840.0,66493436.0,46917706.29015783,129008671.88883775,2969613.145173641,0.0069818148742849,6.981814874284991e-07,False,False,False,False
33,m7_2025.11.12_fl43__FL43_LNeg_dev2/P 2,"(3, 26, 512, 512)",6770523.0,60438846.0,4155847.0,64507484.0,39255313.76789683,136671064.41109875,2636146.067940575,0.0062392649927547,6.239264992754788e-07,False,False,False,False
35,m7_2025.11.12_fl43__FL43_LPos_dev2/P 2,"(3, 24, 512, 512)",12457852.0,134243037.0,8541262.0,152201323.0,69189249.51973474,94391417.90985766,2814824.506181795,0.0025395148105598,2.539514810559875e-07,False,False,False,Positive
36,m7_2025.11.12_fl43__FL43_LPos_dev2/P 1,"(3, 20, 512, 512)",8365552.0,106797850.0,5712472.0,112824610.0,54617904.44330905,81184913.80012617,2494474.763361081,0.0022392644027882,2.239264402788287e-07,False,False,False,Positive
37,m7_2025.11.12_fl43__FL43_LPos_dev2/P 3,"(3, 21, 512, 512)",12727247.0,126645428.0,7525138.0,117764631.0,51544816.45692325,90430857.16121356,2459882.899293117,0.0048188338654186,4.818833865418659e-07,False,False,False,Positive
38,m7_2025.11.12_fl43__FL43_LPos_dev2/P 4,"(3, 27, 512, 512)",10968722.0,133808816.0,8322997.0,142741406.0,65183489.20180146,116915744.35189576,2857124.757385155,0.0022373155656195,2.237315565619572e-07,False,False,False,Positive
41,m7_2025.11.12_fl43__Bead_dev3/P 1,"(3, 28, 512, 512)",9099802.0,115642836.0,8402790.0,122044443.0,56869688.351834856,134488828.26391473,3155750.494025781,0.0007260788110736,7.2607881107365e-08,True,False,False,unknown
42,m7_2025.11.12_fl43__Bead_dev3/P 2,"(3, 27, 512, 512)",7938634.0,101679499.0,6233286.0,98375379.0,45505805.49578749,136593428.05790973,2364291.4093135176,0.0029701695594868,2.970169559486853e-07,True,False,False,unknown
43,m7_2025.11.12_fl43__Bead_dev3/P 3,"(3, 28, 512, 512)",8010233.0,117240770.0,5286993.0,92355474.0,57732506.8035718,133626009.8121778,3107103.465059094,0.0037364376008565,3.7364376008565227e-07,True,False,False,unknown
44,m7_2025.11.12_fl43__Bead_dev3/P 4,"(3, 23, 512, 512)",7167281.0,112056629.0,5682225.0,108256241.0,50202275.04329853,107205537.01159224,2376881.0739976102,0.0018138974681748,1.81389746817481e-07,True,False,False,unknown
45,m7_2025.11.12_fl43__rLN3_dev3/P 1,"(3, 29, 512, 512)",22738199.0,129270623.0,6238427.0,148972489.0,73139025.47924915,124392346.51120204,3702980.055708093,0.010786737355477,1.078673735547705e-06,False,True,False,unknown
